Age,Income,Credit_Score,Debt_to_Income_Ratio,Existing_Loan_Balance,Loan_Amount,Interest_Rate,Loan_Duration_Months,Gender_Female,Gender_Male,Employment_Status_Employed,Employment_Status_Unemployed,Location_Suburban,Location_Urban,Loan_Status_Non-Default
54,21867.85286265682,734,0.01821776092173744,33797.4219862329,14670.462826690791,4.359242816905317,30,1,0,1,0,0,1,1
64,34306.668899937766,661,0.8660786979720999,815.1161950729067,13036.326720597865,5.607158333434538,63,1,0,1,0,1,0,1
54,64142.15506497822,523,0.4323267732169126,48653.253051634056,30066.738124273492,4.5480497913922635,26,1,0,1,0,0,1,0
29,52220.20467925513,786,0.2828863408379362,44031.62411447116,14163.247536470928,19.28916493341942,19,1,0,1,0,0,1,1
54,35203.025161612866,673,0.8191858418976193,40768.918057113646,14064.903255601486,4.782210209886161,68,0,1,0,1,0,1,1
61,81813.49878913358,407,0.8788453825982979,40620.60814673065,33194.3142344226,3.1018244321586717,71,0,1,1,0,0,1,0
45,59119.59045430102,650,0.7310388425413136,41718.75436782689,23096.947606177946,13.411045503940668,14,0,0,1,0,0,0,1
64,44797.85138934793,722,0.35431595974875096,21712.799052002323,14119.654698756309,15.129375916460498,40,1,0,0,1,0,0,1
32,32934.18771325967,691,0.23108372815187014,39592.83294469643,22262.723024336232,6.020460809656362,57,0,1,0,1,0,1,1
23,68893.06902333046,375,0.712799698743863,18357.51563293048,31073.913433145648,8.929687022393386,57,1,0,1,0,0,1,1
61,73300.90421290966,549,0.05745938196806921,42419.31817112425,31943.938691614785,8.26660374291911,65,0,0,0,1,0,0,1
37,73567.77732616763,540,0.3910532076490284,30898.31053968173,45412.59564697618,15.305653984322806,21,0,1,1,0,1,0,0
31,37622.988823096224,525,0.7588053751259428,17917.251249019282,46857.703410808426,9.69978666613122,63,0,0,0,1,0,0,1
19,67627.07257778817,772,0.5850721515691151,37273.658287301696,14135.783166642317,11.985936307696006,34,0,0,1,0,0,1,1
26,92432.5171886742,562,0.7338528466853838,12141.214236047152,27064.63855105734,16.19914526398223,50,0,0,1,0,0,1,1
54,48255.00806103901,314,0.5729163090488018,48233.19693876684,25052.17337134668,11.385452630798953,37,0,0,0,1,0,1,1
37,36861.35461134753,640,0.2396874692391437,33237.257812738084,39527.57191376292,15.335298146148164,61,1,0,1,0,0,0,0
43,81771.96128166097,795,0.4832149234807093,20060.103917449047,13669.41644402464,12.632241397300868,52,0,1,1,0,0,1,1
46,34150.63521275611,740,0.7730620649167913,27536.409201948114,15174.387283126931,15.11603909631775,18,0,1,1,0,0,0,1
18,40299.897631591346,849,0.2303909414163033,36878.40753205929,12119.21828500741,4.541994703279137,71,0,1,1,0,1,0,1
52,28051.551544957,336,0.963020662771864,39866.10742319817,37952.361466929084,19.629724926309045,17,1,0,0,1,0,1,1
23,41429.94528597355,474,0.2028632485712661,48747.93486811627,15236.421818627354,4.478422127733053,40,0,1,1,0,0,1,0
54,52826.80529719827,735,0.014207007278790653,10447.872007153997,23885.285987108065,13.813821842702026,68,0,1,1,0,1,0,1
22,25132.628955439293,592,0.7780707537123527,25221.93385528561,16686.62534067765,3.3932664185197625,61,0,1,0,1,0,0,1
50,89736.71287178404,600,0.9284028815821874,4572.885156837941,49202.9653010194,11.791014146776789,34,0,1,1,0,0,1,1
31,61093.98337733485,638,0.2466426739857883,4113.706237479725,34159.90309126837,4.6323544433554185,23,0,0,1,0,0,1,1
29,67048.29055108242,322,0.15505647588686455,5216.631320921617,17853.190053256396,4.5298834712213,31,0,1,1,0,0,1,1
59,49702.86051467635,649,0.2239287283287789,12975.187605057725,10220.814877949626,7.843629612152399,52,1,0,1,0,0,1,1
37,73586.81836431295,365,0.6278645639407299,34816.728219541095,24741.865843667783,7.107722236801145,16,1,0,1,0,1,0,1
41,54542.53886808246,694,0.5790205400047131,43056.73211542049,13151.858761134741,5.325918570843547,28,0,1,0,1,0,0,1
60,80905.1019631396,732,0.621346736400213,21799.780901418646,12524.53869498485,12.846420493032568,36,0,0,0,1,1,0,1
51,85712.17148123258,328,0.007734131704293491,27760.161878183288,18277.181877850733,18.051841038419283,15,1,0,0,1,0,0,1
42,73747.92895092182,382,0.1569870829659038,10318.35008194888,48487.256742913385,18.596286573051707,29,0,1,0,1,1,0,1
46,59306.84953393844,775,0.2432380248214973,39554.060452236496,22992.61189999907,7.936783479942164,40,0,1,0,0,1,0,0
56,82581.54804817821,734,0.697085485939153,44417.705654608624,14466.237293927903,17.69774254436571,66,0,1,0,0,0,0,0
48,59542.82491238793,432,0.6087471634039935,24279.840897838458,19779.842803004554,19.447751158262253,47,0,1,0,1,0,1,1
64,28920.792349565498,414,0.6239011814469699,8043.713702524591,26498.67433027925,8.306818560794653,56,0,1,0,1,0,1,1
60,29307.217859528497,333,0.5707143479940443,255.08271178743544,8233.084874198552,18.932275320929406,48,1,0,0,1,1,0,0
40,95886.65117064008,377,0.7445141169402851,26820.557800673043,18724.727158196616,10.242496566840758,16,0,0,1,0,1,0,1
61,37085.04067663009,574,0.9416944857360467,24881.791659394938,11444.060432200407,10.888788128884602,25,1,0,1,0,1,0,0
55,85273.99928175812,643,0.6735663770981803,46290.43215044528,9064.001470410909,11.166725284024118,12,0,1,1,0,0,1,1
37,39736.43258200228,380,0.7449623213552317,1824.2150771845434,45904.684288287186,15.429278746340215,27,0,1,0,0,0,0,1
40,54462.407508545315,371,0.6081859593840377,7447.576362795709,17786.51059089318,7.430714191690755,17,1,0,0,1,0,1,1
62,72395.84896785152,444,0.7976371873757319,9884.32933547141,14411.147138047141,7.085960105172868,67,0,1,0,1,1,0,0
33,32709.37383167233,337,0.94298521919728,27356.23138100775,36515.81658617551,13.701879474340494,35,0,1,1,0,0,1,1
59,78979.7190691102,773,0.6051035284602583,14236.811015306155,7585.194662533186,12.479221363436404,27,0,0,1,0,0,1,1
25,75193.03780452306,470,0.18100674155956464,10283.9509668267,48795.777838237336,4.207744771025085,35,0,1,1,0,0,1,1
38,63446.631128462635,339,0.7702664598926326,25720.773278646207,49324.89678273158,18.34277011700516,24,0,0,0,1,0,0,1
18,65271.18048339459,472,0.6508331397951246,2032.6597542319025,39420.19566209956,7.941279424864766,27,0,1,0,1,1,0,1
25,28461.74348172723,723,0.9336046561984818,48762.119120816904,49416.191128569786,15.766453974892173,45,0,0,0,1,0,1,1
46,54875.93203480978,498,0.2721339794395259,43050.93084677205,16525.127707299078,12.833111232297574,40,1,0,1,0,0,1,0
49,26925.711628609966,521,0.9700366575660904,13598.06659365363,16458.459786747742,12.727920918603546,52,1,0,1,0,1,0,1
55,44629.06328268085,749,0.551826089119103,16808.508997809135,44102.366426717956,17.598370723351984,24,0,1,1,0,0,1,1
22,92024.97128725068,727,0.9639977636736248,12294.908963639868,32337.700452853882,17.967662008668547,20,0,0,1,0,0,1,1
64,65962.67204438336,747,0.7840392500587903,46419.952754618214,37538.75315858879,12.522854913044233,47,0,0,0,1,0,1,0
39,79416.27505221454,731,0.8659596892036637,32659.858600262105,5621.5810164736495,10.283103792773405,37,1,0,1,0,0,1,1
64,65910.86939007137,621,0.3238416786442442,26058.940416136324,25873.597472844904,13.541157245563689,36,1,0,1,0,1,0,1
51,35538.940640531924,451,0.21943431689513396,25429.980677110016,17525.43585492388,5.0342428256291205,14,1,0,1,0,0,1,1
18,67584.66526239133,344,0.6240836500184354,8296.031771525208,11929.235658782305,10.14043758890628,70,0,1,1,0,0,0,1
43,80431.04618444199,623,0.37433110319057017,48132.324094350915,28345.57943400105,14.253320025118349,15,1,0,1,0,0,1,1
60,31072.400229362203,711,0.9858949370529768,45729.87191344478,17459.759947472932,15.971354285632524,56,0,0,0,0,0,0,0
27,85352.5368075668,560,0.4954970679106218,47621.05265372932,29453.376026053833,15.26207067287122,61,0,1,1,0,1,0,1
47,64431.374318263675,518,0.11047449220624607,14546.6103587979,8519.077473924992,5.9684823294984115,34,0,1,0,1,0,1,1
35,20342.016173502503,346,0.4988026819485589,23832.4263708113,40897.1812036124,13.39625005316318,19,1,0,1,0,0,0,1
34,61582.27890703816,602,0.5350829913441393,25946.308348668623,47730.25872875671,4.535584526845378,49,1,0,0,1,0,0,1
43,51653.71937094637,489,0.004728723089869269,24483.73385092868,33322.89764886735,13.131931588971506,59,0,1,1,0,0,1,0
25,43715.720903199006,635,0.2454893971554406,959.4747264906443,11425.284507448101,15.680877115840907,23,0,1,0,1,0,1,1
64,81700.57759343003,519,0.0013395372873139524,41657.46485493728,38708.37135115848,13.733564710511839,56,0,1,1,0,1,0,1
57,91959.99069270806,418,0.5610012875815904,37327.275542787116,44526.587187145364,13.62354185393568,23,1,0,1,0,1,0,1
29,81012.24714760881,381,0.2921338143114009,23739.910223707284,21491.475545960253,14.103318336171863,32,0,1,1,0,0,1,1
44,87741.80652726986,312,0.17320756281497596,13370.096634220468,28119.657072655948,10.106925362717499,48,1,0,0,0,1,0,1
25,92702.47545689382,777,0.8385835555214938,31748.8456576394,7865.831351202669,9.544848655212068,30,0,1,1,0,1,0,1
42,93010.34491011822,598,0.030017650965426187,6914.604859796032,29645.665442485013,10.564151793577867,23,1,0,0,1,1,0,1
63,29171.0514397406,391,0.6917090651944481,49863.88559988247,7136.082792138989,6.592405073634354,64,0,0,0,1,1,0,1
21,56510.83911097293,575,0.5729991535114844,6267.001760279218,20844.48920954448,10.715131962806232,69,0,1,1,0,0,1,0
50,20022.917951432824,603,0.7715522228345648,2922.720549703989,17523.35354869163,18.37788119574549,69,0,1,1,0,0,1,1
18,60517.006776293805,572,0.13226331000271485,30620.436730852853,13232.1037191757,7.942452330375434,23,0,0,1,0,0,0,1
36,93939.51474750329,711,0.8715800404005799,23170.578618667365,43385.93328995018,10.328215887834736,44,0,1,1,0,1,0,1
48,35928.183231853865,335,0.32163089333102746,35950.024776374485,32155.002555093564,13.981984897577671,41,0,1,1,0,0,1,1
33,71182.93030132637,721,0.00854719582290464,6398.362403220282,35513.020515386146,16.04237759192332,22,0,0,0,1,0,0,1
31,71550.32371343147,777,0.6566769051352385,18187.285814134768,27154.544819993418,3.1543686704880045,30,0,0,0,1,1,0,1
22,32828.318775021835,801,0.8593518065600159,25051.668106604317,38636.58932004895,14.289311225525394,53,1,0,0,1,0,0,1
58,39082.19514539683,637,0.3536914411078047,22349.56435567086,21655.11543098285,5.437784758461566,62,0,1,1,0,1,0,1
43,56961.74271681929,709,0.527574102363254,29151.678237451466,24861.82011629796,15.646467516832757,39,0,1,0,1,0,1,1
45,35056.75011634763,762,0.4123331033590487,5087.5083279947385,8744.681084250886,5.311033480348595,58,0,1,1,0,0,0,0
19,66799.51828196073,812,0.042465348817640636,25186.231297704897,19385.455976462377,15.751656490887461,60,1,0,1,0,0,1,1
23,58763.338481781524,380,0.7531293245307178,27738.342822359562,9749.8294465254,19.077693787016802,65,1,0,0,1,1,0,0
26,61535.85428098985,778,0.941471637286466,44051.10734885783,26673.771542157505,6.800245955906812,71,0,0,0,1,1,0,0
50,30757.404225644415,685,0.42007785974935774,28553.80926675703,47243.218641951375,3.148396545858157,37,0,1,1,0,1,0,1
58,61380.14603509147,719,0.14443578596615214,27364.77575153575,41496.19172511148,4.885559501427805,70,1,0,0,1,0,0,1
42,23958.255284331142,739,0.5050743527345831,40603.89090829168,24676.05144667462,18.628408121428336,34,0,1,1,0,0,0,1
30,90522.82384093454,334,0.9047546821693192,3249.875208855918,18531.801291044718,10.996377049879401,55,0,1,0,1,0,0,1
26,47459.975264447385,800,0.6058193407409178,32398.107962586517,19824.064628138876,12.140259808275891,52,1,0,1,0,0,1,1
30,88506.9859868566,483,0.21235758765976764,40590.22202853298,26269.52897527582,5.602432873426409,49,0,1,1,0,0,0,1
48,76132.5094995875,447,0.553208220464386,4729.785544855848,15927.085693286668,19.780476792297087,48,1,0,0,1,1,0,1
58,81293.80714377447,563,0.3268653819421156,40578.623237223735,20216.306476810023,6.102311942727518,14,1,0,0,1,0,1,1
28,45163.55956311382,788,0.023560048935037936,39357.796353104786,27152.557813876894,13.238306114553405,22,0,0,1,0,1,0,1
21,38219.51518672441,581,0.9136423663530471,47.15645326806573,42847.968792075604,12.680110969243088,64,1,0,0,1,1,0,1
51,52539.24430728919,501,0.7944554090087711,12307.855995015403,9291.729184503423,4.111882058758386,58,0,0,0,0,0,0,0
55,21938.068993023942,716,0.924076522708407,7562.910884827578,23215.159907068653,19.93947705526363,51,1,0,0,1,0,0,0
63,93500.45414946797,616,0.6827975660670897,25566.891934703282,13568.163889416543,12.35095390535312,54,0,1,0,1,0,0,1
21,50961.14127728997,527,0.4497386147383764,45700.33038884312,33666.49752434387,5.644682046187277,39,1,0,0,1,1,0,1
55,99084.52838748519,367,0.4931884248484642,30135.321943672414,30681.84279636612,15.831679125065095,33,1,0,0,1,0,1,0
36,80915.95366459302,779,0.20462038734470034,30090.149855202442,30976.817003595897,9.671360379022989,26,1,0,1,0,0,0,1
23,26441.200783944838,400,0.3862991000467404,6142.431804068366,28974.050119273525,14.391718055621126,66,1,0,0,1,0,0,0
51,72815.06222740607,542,0.1638509243683971,33318.96551680455,38011.24506425117,6.798344387575033,45,0,1,1,0,0,1,0
35,41667.13318703641,389,0.47346183517261603,44416.028957301365,11932.662319778075,18.678521653175228,43,0,1,1,0,1,0,1
30,39497.49164651041,426,0.6459190583036937,21467.38142274891,13361.143149048003,3.695973119601785,14,0,1,1,0,1,0,1
58,40525.01359225703,698,0.25659624381408663,34088.39566755206,36900.44870533313,3.344017511919024,21,1,0,1,0,0,1,1
40,93286.00389542537,601,0.9437673946352672,14746.555682861499,10929.902423495567,17.702151901340653,67,1,0,1,0,0,0,1
36,59998.41408570999,793,0.6468460982667011,13444.960640735128,37713.915130004134,12.251361457351374,13,1,0,0,0,0,1,1
62,73557.67190492847,720,0.21991769249261786,9254.652133149984,12399.016113634772,8.80553968983735,33,0,1,1,0,0,0,1
28,42475.826063976056,441,0.16700062258541126,12075.136717676809,49620.87318175549,5.39945396551049,15,0,1,1,0,0,1,1
18,61836.35641480945,552,0.16997076460286994,17137.92285674388,7030.847877428787,4.016851678518172,57,1,0,1,0,1,0,1
41,48008.011056895186,372,0.9738556691491486,28336.40448660601,39938.76890823495,8.023414563361904,35,1,0,1,0,1,0,1
24,45691.12323171206,513,0.2366229395176763,39032.73230354702,15438.16716827291,16.787990578748047,41,1,0,1,0,1,0,1
42,39757.50783761698,678,0.1683737908526599,14478.157193383413,19563.336351623682,6.272394918453884,54,1,0,1,0,1,0,1
38,52720.55187947204,598,0.16398973459406307,8405.580836298315,46031.60798700272,19.6511195722455,12,0,1,0,1,0,1,1
32,72802.40885040183,678,0.3442947721644389,22488.137344373223,18796.93921592228,16.457262356153027,30,1,0,1,0,0,1,0
18,37763.502085368724,791,0.6153157112431901,39475.73460717082,21966.426932891245,3.2006395189848846,39,0,0,1,0,0,0,0
29,97235.51895018801,603,0.07907762838320752,19466.61854625216,13199.178946883752,12.344496390520241,63,1,0,1,0,0,1,0
24,29968.93411709333,797,0.15943457823493956,45663.724118052334,8472.821940953268,9.72964236360998,27,1,0,1,0,0,0,1
32,58416.576617714905,536,0.9764526898823448,12395.734177384065,9859.375846458704,10.548388098131808,66,1,0,1,0,0,1,0
38,26802.257308427954,529,0.6177919016355636,37915.69401575787,31714.742999703034,10.540381487985853,32,1,0,1,0,0,1,1
36,21813.2256855208,306,0.13968334623679854,23387.92216445371,7106.403312695848,17.469533318771948,61,1,0,1,0,0,1,1
46,93814.18557586908,555,0.5500974431963185,5356.2954772194125,15155.915381747063,14.65568791915243,52,1,0,0,1,0,1,1
42,84830.78351605072,470,0.2409375387414113,14053.615903752107,22708.059640294814,7.9417966366172505,70,1,0,1,0,1,0,1
50,75532.42985004466,587,0.9736163774968044,42911.16643961428,9882.46253416274,11.765608314960813,43,0,1,0,1,0,1,1
49,89215.26505199556,533,0.3888119528408154,294.4115895511468,38673.91927298768,11.278670702988475,12,0,0,1,0,0,0,1
52,84227.87383757829,792,0.1423751181412527,37817.08435570982,48716.22041283643,7.880767805889639,69,1,0,0,1,1,0,1
61,71779.01767891138,510,0.6129653863399949,40570.326299233864,45273.94196578212,13.548326483257506,13,0,1,1,0,0,1,1
55,87787.38606146951,666,0.13730692997721128,5991.8749407384175,47914.23155975604,13.738289611382607,60,1,0,0,0,0,1,0
43,51264.04427680842,528,0.5180699314632368,48109.473404470664,29518.923602467028,4.824680585921493,71,0,1,1,0,0,0,1
28,64220.14665881009,644,0.8522329573044971,43614.53708262658,11662.830256239278,4.5158079522627,42,0,1,0,0,1,0,1
52,82104.85223829164,376,0.3457307436222048,8926.5649934699,35005.97021093497,3.5043006266430567,29,0,1,0,1,1,0,1
25,26783.84129970773,759,0.4774814957489674,12072.850599105039,7685.313261876183,13.069270225391035,57,1,0,1,0,1,0,1
63,88691.63737299871,564,0.10832609090240176,40922.89559604644,26425.770991989637,19.930158823105163,54,0,0,0,0,1,0,1
31,32546.436455728403,803,0.6463414393868622,27318.661099971137,40519.001575187336,18.44746623077266,28,1,0,1,0,0,0,1
27,89163.30023180315,544,0.11211986548786844,46128.399178135216,43471.37288982065,10.836598289132676,59,1,0,0,1,0,1,1
19,44906.62973063416,728,0.3269647330798403,48957.05111871762,18291.627505300858,8.420991706987481,19,1,0,0,1,0,1,1
63,46142.62767753748,390,0.8411828579853309,17172.057064028362,14987.229856948514,15.465443015356753,21,0,1,1,0,1,0,1
26,25915.895189576102,744,0.14991861168495202,4848.601190113244,36026.10977554864,8.699974367919326,71,0,1,1,0,0,0,1
20,90871.96991165997,532,0.8401700620654898,35175.74435059978,11244.510122550491,3.5904001843056497,66,1,0,1,0,0,1,1
38,33960.83219126957,753,0.6305718681894139,46156.035166582784,49730.40885351753,11.794954172239182,44,0,0,0,1,1,0,1
43,70403.99216296122,648,0.14104336079459945,8243.896441083425,19947.450050056235,8.452033256482704,71,1,0,0,1,1,0,1
25,71517.40794028179,393,0.16849222426522947,49269.27378531958,38721.78964753083,3.7520506063973236,54,1,0,0,1,0,0,0
19,42492.12027317168,721,0.6632133899686264,9793.491255151148,37650.86635589881,15.915147020333109,27,0,0,1,0,0,0,0
23,98852.87659654436,789,0.7291711830750105,4313.779865435463,18958.401937803326,12.743386594012499,58,0,1,0,1,0,0,1
45,25133.29744888679,423,0.6557334969590962,24784.89895334356,22378.89076515873,8.932750258517554,58,1,0,0,0,1,0,1
46,68629.76087932146,532,0.714051954209408,40278.63053962265,42875.70621423685,10.085502719599598,35,1,0,1,0,0,0,0
43,58363.514196575125,363,0.3615834715525056,17718.758672778218,15257.906431140786,4.330089784611726,59,1,0,1,0,1,0,1
42,39638.728571781976,462,0.001435313248689618,16592.054441021617,7701.726196217219,5.100950399891421,16,0,1,1,0,0,1,1
29,33084.136905835716,603,0.5289003939181011,9855.565824380492,11626.891448421698,10.124236965500653,36,1,0,0,1,1,0,1
22,78966.74865271893,618,0.5945177455123946,49303.96006300408,35783.53941951103,5.571856343448285,62,1,0,1,0,1,0,1
51,93305.18995849493,305,0.6876545373477442,17093.268023493874,15684.744810806103,6.2294875519749535,23,0,1,0,1,0,1,1
54,28603.700956377786,600,0.2313130645839964,33323.531761942286,30520.23033631543,9.26824160619754,15,1,0,0,0,0,0,1
32,35518.41696848044,400,0.17023177258375988,6619.051699472099,22709.652114532066,11.907956930276875,47,0,1,1,0,0,0,0
61,98901.57978364524,715,0.8303054217548718,22487.836984336718,44069.63411093399,12.478086538865659,12,0,0,1,0,1,0,1
53,21201.81393902997,659,0.8412970564766903,39791.24640751489,26935.50748116837,11.32197712320029,46,1,0,1,0,1,0,1
32,60660.15757223387,430,0.987610571457308,48517.08622544788,11282.432578416321,4.24017984919598,63,0,0,1,0,0,1,1
60,61289.02800654514,685,0.3397606799875964,8866.780054528841,42477.55536563574,4.3572680222797295,47,0,1,1,0,0,0,1
40,41052.92201166191,319,0.059018068756633964,4732.509917049943,8719.946161357577,6.496568804106145,56,0,1,0,1,0,1,1
23,73042.31043549287,594,0.4758838027313921,49375.17148615643,42270.98825615417,17.892222012002254,30,0,1,1,0,1,0,1
63,95595.2725141611,695,0.4797459621482074,27709.14020047132,6867.303705043006,4.8963447784782375,35,0,1,0,0,1,0,0
61,56017.11447652617,744,0.036530196736462066,17271.044525244844,5163.580110599306,15.276436752996752,17,0,1,1,0,0,1,0
60,79953.56043209524,591,0.5750614319857734,48013.920440509384,38999.06959208022,16.929567135391242,59,1,0,1,0,0,1,1
62,71685.62074171666,789,0.2608190398107634,19509.454964695404,30203.855222845898,4.784379316410721,22,0,1,0,1,0,0,1
38,57835.34908333719,647,0.1191254190098794,11600.19176658178,14675.73367790208,13.143892638960605,63,1,0,1,0,0,1,0
40,23984.98398425637,564,0.6048912575760235,40175.180284556525,48467.648387704285,16.074465780179562,13,0,1,1,0,0,0,1
60,79339.98439658202,343,0.2823459114260768,15698.224395098181,33665.5708920054,16.654224584315582,25,1,0,0,1,0,0,0
33,49060.11576971704,374,0.5615736509833743,16098.89046592376,15735.500414653718,3.4929899268664912,51,1,0,0,1,0,1,1
64,37959.57507219368,352,0.01521003953543909,22249.48623869864,23719.501332009662,12.098372349968988,58,1,0,1,0,0,1,1
32,95861.49198305364,585,0.3662192254452408,34647.94994105911,46093.037170682364,6.168276819993096,71,0,0,1,0,0,0,1
42,81880.22156377298,365,0.8654231131324387,42088.17941294201,14153.011119002242,18.118188243937,53,0,1,0,0,0,1,1
53,96981.49453415492,337,0.6501171366851451,11308.602441410054,46708.7050317321,10.902314147006305,25,1,0,1,0,0,0,1
28,40497.354573247205,716,0.8675101665024045,18124.37963594488,14755.258245933865,10.067462013545859,55,1,0,1,0,0,0,1
32,86863.46620623098,768,0.7404744979150994,24808.432309835538,6058.593282685835,6.515690190268688,62,1,0,0,1,1,0,1
21,68617.71234095754,354,0.7197154446737245,1280.5375277197827,17079.669603017777,6.3357038760555575,57,1,0,1,0,0,0,0
38,98520.29514425756,415,0.8700231605136174,34855.2781105479,7457.910054802602,19.851184627479785,70,1,0,1,0,1,0,1
30,95705.35564909258,578,0.01954311303104861,28298.383493682883,15482.608103780349,4.149736653188612,45,1,0,1,0,0,1,0
39,97837.44359541619,753,0.4199983085573159,6678.020755729486,17239.350273153446,3.7151303849170345,12,1,0,0,1,0,0,1
36,96141.40946719536,441,0.9604140581719436,6516.396764261168,23750.67283905125,7.520482820129447,34,0,0,0,1,0,0,1
51,20612.86935123512,348,0.17716173705663785,44759.10880842823,17721.34196755383,9.23089020978389,12,0,0,1,0,0,1,1
31,79286.83281205516,668,0.6537273556854096,34165.57318467313,37028.247952745754,9.599836807406511,55,0,1,1,0,0,1,0
21,41754.76489677135,669,0.7901931973247454,19403.0306209392,48687.49209913167,6.259802526079697,56,0,1,0,1,0,1,1
63,76402.16764420224,600,0.9336045201984442,16904.066088776028,7138.002369934106,18.96474043100277,58,0,0,1,0,0,0,1
44,98448.89610031268,651,0.8717974915913189,15842.662113216622,28086.703725884432,18.336075612536572,39,0,0,1,0,0,1,1
46,23148.751255900705,494,0.6765812358411493,32732.98226214775,16775.44818962476,11.453453746571018,45,0,1,1,0,0,1,1
64,65359.02659514804,604,0.7111603594067278,8937.421259479444,25823.228442034113,15.81158545792102,43,0,1,1,0,1,0,0
45,78796.25264934154,549,0.34303628437233946,49371.746635582545,36706.69415077103,6.821062260465414,69,0,0,1,0,1,0,1
52,40268.70257718455,557,0.2239355832036464,34352.76853694339,44456.036249597215,17.53183834799853,34,1,0,1,0,0,0,1
25,38009.754965371394,749,0.9586228165301116,6356.003971553181,44900.677108999844,10.002821855787726,46,0,1,1,0,0,1,1
33,24827.640432150485,358,0.9755659805395124,6901.507569091736,12341.71009378431,5.270087121862806,39,1,0,0,1,0,1,0
59,27513.58857344605,520,0.4246026705872316,32414.664286531337,30318.685385993096,16.48269781857169,16,0,0,1,0,1,0,1
53,72539.99286786893,833,0.4108245347924758,19158.713968702257,17730.433986396023,11.172593425386985,27,0,0,0,1,0,0,1
47,60416.84952255608,661,0.4517178272917556,32997.886793607475,27401.978021640058,13.319857335634575,58,1,0,1,0,0,1,1
35,22405.77819855568,352,0.4614138875345237,36125.844050125386,46399.62887489278,18.58275109367576,31,1,0,1,0,0,0,1
19,97572.94070022127,828,0.8421665151630461,26896.002855824554,7729.953575953263,12.729630766660595,63,0,1,1,0,1,0,1
30,72483.6695591044,797,0.4306944849517038,12827.686338738315,31737.003906344933,7.525102104439759,59,0,0,1,0,0,1,1
21,61237.485521280665,454,0.8823513406509135,27558.05598431624,21187.356602108583,8.829570115298418,31,0,1,0,1,1,0,1
43,41817.938930113865,789,0.6951847302131181,21093.26924278951,44064.70605996557,17.559400491321476,28,0,0,0,1,1,0,0
42,72647.91078460026,377,0.9653913430204708,44516.85300813001,14824.09897263386,16.819900786708935,16,0,1,1,0,1,0,1
47,49133.429030617015,473,0.6745603679556257,37010.566220339264,19984.41576676722,15.573537604994126,71,0,0,0,1,0,1,1
28,76199.53301299916,619,0.4121763580220351,30949.206776303727,5914.041883093477,5.192093759205808,68,0,1,1,0,0,0,1
24,74605.75362454112,331,0.9179795304673416,1986.1462389041965,24347.662054823442,6.303701516118773,31,1,0,0,1,0,1,1
48,27419.503609930347,591,0.22979441737042816,49508.48066505069,33495.251390968835,14.950816769025938,16,0,1,0,1,1,0,1
61,92740.85666487932,821,0.9649555327365864,28313.570030317387,13827.222941141868,7.727090509324085,14,1,0,1,0,0,0,1
27,58957.940128134505,614,0.043428994803612175,12948.880999094707,33605.401241182946,15.092857749878169,43,0,0,1,0,1,0,1
56,51435.595117324316,566,0.6409405970851438,29576.28295028028,38512.15721943225,14.788705165840812,36,1,0,0,1,0,1,1
30,96436.97149030227,721,0.01824965101908316,40894.79760326592,13658.886632989868,13.006721168791001,45,1,0,1,0,0,0,1
48,55056.742488896925,544,0.20397377184967191,26927.850830917123,38987.20572733447,19.80153170275363,61,0,1,0,0,0,1,1
24,77697.67335224514,390,0.4639752531998238,38844.446120215885,46974.559808789134,17.865229181923834,12,0,0,0,1,0,0,1
59,72410.91817998688,735,0.1582730330381299,20651.886886314318,15011.583982594773,5.050907640228459,13,1,0,0,1,1,0,1
59,33211.20784664453,788,0.9888238397034504,29498.139319375103,11074.937117766467,15.466330668992727,21,1,0,1,0,1,0,1
53,99291.42189945096,313,0.7730124953049708,21112.51235552752,20003.31417336036,17.426178263901,29,1,0,1,0,1,0,1
37,57088.345783270925,585,0.8508545545430737,26389.82008781686,13582.218943713991,17.822718929014787,24,1,0,1,0,0,1,1
21,51582.605793384675,697,0.9790704584250384,8375.493284332819,39886.079634416434,11.742890151177125,33,1,0,1,0,0,1,1
24,93569.0794202584,726,0.6747687049132979,29932.103305358363,10977.1769016218,17.579609600244005,18,1,0,1,0,1,0,1
18,62339.0669261688,660,0.2665981834537509,48947.558359698436,6014.015052737899,17.524116861985302,42,1,0,0,0,1,0,1
61,76406.15695434499,342,0.756953636466932,38240.826459042364,20831.425230797206,12.416903631285575,43,0,0,1,0,0,0,1
62,87699.68378096088,593,0.5843111370009536,16002.423730843051,40312.78117953346,12.200194987809109,13,0,0,0,1,0,0,1
59,38839.55165796146,644,0.2674990574505535,43193.015884207,34308.395273221555,13.459531214020839,54,0,1,0,1,0,1,1
64,33557.32681556237,541,0.3672844564592607,44786.251183729415,28874.09199872376,5.673281321505583,66,0,1,0,1,0,0,1
30,25480.544447280477,354,0.6078679234528196,8840.313972582953,25607.635716039393,15.561352126998164,58,0,1,1,0,0,1,1
39,91770.66393968524,741,0.3954544502991414,2656.693039573965,34226.198420250395,18.13675302820426,48,0,1,1,0,0,1,1
38,36029.3675794519,406,0.23513197777445935,28623.797072494264,27148.20293662584,12.519815576669492,60,1,0,1,0,0,0,1
39,44620.32352515152,612,0.4299231929119781,23794.144312864857,39868.68496824069,15.526366930461695,15,0,0,0,0,0,0,1
